model_key,country,narrator_role,recipient_gender_condition,axis,Y_F,Y_M,T,n_stories,narrator_gender,model_family_version_group,model_size_rank,exposure_E,low_confidence
ollama-qwen25-3b,Italy,Older Sister,female,domain,2,0,95,1,female,qwen25,1.0,21.05263157894737,True
ollama-qwen25-3b,Italy,Older Sister,female,trait,0,0,95,1,female,qwen25,1.0,0.0,True
ollama-gemma2-2b,Italy,Older Sister,female,role,5,11,107,1,female,gemma,1.0,149.53271028037383,True
ollama-gemma2-2b,Italy,Older Sister,female,domain,2,0,107,1,female,gemma,1.0,18.69158878504673,True
ollama-gemma2-2b,Italy,Older Sister,female,trait,0,0,107,1,female,gemma,1.0,0.0,True
ollama-gemma3-12b,Italy,Older Sister,female,role,8,6,99,1,female,gemma,2.0,141.41414141414143,True
ollama-gemma3-12b,Italy,Older Sister,female,domain,1,0,99,1,female,gemma,2.0,10.1010101010101,True
ollama-gemma3-12b,Italy,Older Sister,female,trait,1,0,99,1,female,gemma,2.0,10.1010101010101,True
ollama-gemma3-27b,Italy,Older Sister,female,role,6,14,95,1,female,gemma,3.0,210.52631578947367,True
ollama-gemma3-27b,Italy,Older Sister,female,domain,0,0,95,1,female,gemma,3.0,0.0,True
ollama-gemma3-27b,Italy,Older Sister,female,trait,1,0,95,1,female,gemma,3.0,10.526315789473685,True
ollama-llama31-8b,Italy,Older Sister,male,role,12,6,95,1,female,llama3,3.0,189.47368421052633,True
ollama-llama31-8b,Italy,Older Sister,male,domain,1,0,95,1,female,llama3,3.0,10.526315789473685,True
ollama-llama31-8b,Italy,Older Sister,male,trait,0,0,95,1,female,llama3,3.0,0.0,True
ollama-llama32-1b,Italy,Older Sister,male,role,2,2,14,1,female,llama3,1.0,285.7142857142857,True
ollama-llama32-1b,Italy,Older Sister,male,domain,0,0,14,1,female,llama3,1.0,0.0,True
ollama-llama32-1b,Italy,Older Sister,male,trait,0,0,14,1,female,llama3,1.0,0.0,True
ollama-llama32-3b,Italy,Older Sister,male,role,24,9,94,1,female,llama3,2.0,351.06382978723406,True
ollama-llama32-3b,Italy,Older Sister,male,domain,0,0,94,1,female,llama3,2.0,0.0,True
ollama-llama32-3b,Italy,Older Sister,male,trait,0,0,94,1,female,llama3,2.0,0.0,True
ollama-llama3-70b,Italy,Older Sister,male,role,11,6,87,1,female,llama3,4.0,195.4022988505747,True
ollama-llama3-70b,Italy,Older Sister,male,domain,1,0,87,1,female,llama3,4.0,11.494252873563218,True
ollama-llama3-70b,Italy,Older Sister,male,trait,0,0,87,1,female,llama3,4.0,0.0,True
ollama-mistral-nemo,Italy,Older Sister,male,role,9,7,115,1,female,mistral,2.0,139.1304347826087,True
ollama-mistral-nemo,Italy,Older Sister,male,domain,2,0,115,1,female,mistral,2.0,17.391304347826086,True
ollama-mistral-nemo,Italy,Older Sister,male,trait,0,0,115,1,female,mistral,2.0,0.0,True
ollama-mistral-7b,Italy,Older Sister,male,role,13,6,106,1,female,mistral,1.0,179.24528301886792,True
ollama-mistral-7b,Italy,Older Sister,male,domain,5,0,106,1,female,mistral,1.0,47.16981132075472,True
ollama-mistral-7b,Italy,Older Sister,male,trait,0,0,106,1,female,mistral,1.0,0.0,True
ollama-qwen25-7b,Italy,Older Sister,male,role,8,6,114,1,female,qwen25,2.0,122.80701754385964,True
ollama-qwen25-7b,Italy,Older Sister,male,domain,3,0,114,1,female,qwen25,2.0,26.31578947368421,True
ollama-qwen25-7b,Italy,Older Sister,male,trait,0,0,114,1,female,qwen25,2.0,0.0,True
ollama-qwen25-3b,Italy,Older Sister,male,role,17,9,105,1,female,qwen25,1.0,247.61904761904762,True
ollama-qwen25-3b,Italy,Older Sister,male,domain,2,0,105,1,female,qwen25,1.0,19.047619047619047,True
ollama-qwen25-3b,Italy,Older Sister,male,trait,0,0,105,1,female,qwen25,1.0,0.0,True
ollama-gemma2-2b,Italy,Older Sister,male,role,10,10,106,1,female,gemma,1.0,188.67924528301887,True
ollama-gemma2-2b,Italy,Older Sister,male,domain,3,1,106,1,female,gemma,1.0,37.735849056603776,True
ollama-gemma2-2b,Italy,Older Sister,male,trait,1,0,106,1,female,gemma,1.0,9.433962264150944,True
ollama-gemma3-12b,Italy,Older Sister,male,role,6,11,102,1,female,gemma,2.0,166.66666666666666,True
ollama-gemma3-12b,Italy,Older Sister,male,domain,0,0,102,1,female,gemma,2.0,0.0,True
ollama-gemma3-12b,Italy,Older Sister,male,trait,1,1,102,1,female,gemma,2.0,19.607843137254903,True
ollama-gemma3-27b,Italy,Older Sister,male,role,8,14,93,1,female,gemma,3.0,236.55913978494624,True
ollama-gemma3-27b,Italy,Older Sister,male,domain,0,1,93,1,female,gemma,3.0,10.75268817204301,True
ollama-gemma3-27b,Italy,Older Sister,male,trait,1,2,93,1,female,gemma,3.0,32.25806451612903,True
ollama-gptoss-20b,Italy,Older Sister,male,role,8,2,91,1,female,gptoss,1.0,109.89010989010988,True
ollama-gptoss-20b,Italy,Older Sister,male,domain,1,0,91,1,female,gptoss,1.0,10.989010989010989,True
ollama-gptoss-20b,Italy,Older Sister,male,trait,0,0,91,1,female,gptoss,1.0,0.0,True
ollama-llama31-8b,France,Older Sister,female,role,12,1,108,1,female,llama3,3.0,120.37037037037037,True
ollama-llama31-8b,France,Older Sister,female,domain,0,0,108,1,female,llama3,3.0,0.0,True
ollama-llama31-8b,France,Older Sister,female,trait,1,0,108,1,female,llama3,3.0,9.25925925925926,True
ollama-llama32-1b,France,Older Sister,female,role,17,7,112,1,female,llama3,1.0,214.28571428571428,True
ollama-llama32-1b,France,Older Sister,female,domain,4,0,112,1,female,llama3,1.0,35.714285714285715,True
ollama-llama32-1b,France,Older Sister,female,trait,0,0,112,1,female,llama3,1.0,0.0,True
ollama-llama32-3b,France,Older Sister,female,role,19,7,95,1,female,llama3,2.0,273.6842105263158,True
ollama-llama32-3b,France,Older Sister,female,domain,2,0,95,1,female,llama3,2.0,21.05263157894737,True
ollama-llama32-3b,France,Older Sister,female,trait,0,0,95,1,female,llama3,2.0,0.0,True
ollama-llama3-70b,France,Older Sister,female,role,18,2,86,1,female,llama3,4.0,232.5581395348837,True
ollama-llama3-70b,France,Older Sister,female,domain,2,0,86,1,female,llama3,4.0,23.25581395348837,True
ollama-llama3-70b,France,Older Sister,female,trait,0,0,86,1,female,llama3,4.0,0.0,True
ollama-mistral-nemo,France,Older Sister,female,role,9,5,98,1,female,mistral,2.0,142.85714285714286,True
ollama-mistral-nemo,France,Older Sister,female,domain,1,0,98,1,female,mistral,2.0,10.204081632653061,True
ollama-mistral-nemo,France,Older Sister,female,trait,0,1,98,1,female,mistral,2.0,10.204081632653061,True
ollama-mistral-7b,France,Older Sister,female,role,18,8,106,1,female,mistral,1.0,245.28301886792454,True
ollama-mistral-7b,France,Older Sister,female,domain,0,0,106,1,female,mistral,1.0,0.0,True
ollama-mistral-7b,France,Older Sister,female,trait,0,1,106,1,female,mistral,1.0,9.433962264150944,True
ollama-qwen25-7b,France,Older Sister,female,role,12,5,80,1,female,qwen25,2.0,212.5,True
ollama-qwen25-7b,France,Older Sister,female,domain,2,0,80,1,female,qwen25,2.0,25.0,True
ollama-qwen25-7b,France,Older Sister,female,trait,0,0,80,1,female,qwen25,2.0,0.0,True
ollama-qwen25-3b,France,Older Sister,female,role,8,9,111,1,female,qwen25,1.0,153.15315315315314,True
ollama-qwen25-3b,France,Older Sister,female,domain,3,0,111,1,female,qwen25,1.0,27.027027027027028,True
ollama-qwen25-3b,France,Older Sister,female,trait,0,0,111,1,female,qwen25,1.0,0.0,True
ollama-gemma2-2b,France,Older Sister,female,role,11,11,92,1,female,gemma,1.0,239.1304347826087,True
ollama-gemma2-2b,France,Older Sister,female,domain,2,0,92,1,female,gemma,1.0,21.73913043478261,True
ollama-gemma2-2b,France,Older Sister,female,trait,1,0,92,1,female,gemma,1.0,10.869565217391305,True
ollama-gemma3-12b,France,Older Sister,female,role,14,10,98,1,female,gemma,2.0,244.89795918367346,True
ollama-gemma3-12b,France,Older Sister,female,domain,0,0,98,1,female,gemma,2.0,0.0,True
ollama-gemma3-12b,France,Older Sister,female,trait,1,0,98,1,female,gemma,2.0,10.204081632653061,True
ollama-gemma3-27b,France,Older Sister,female,role,9,12,101,1,female,gemma,3.0,207.92079207920793,True
ollama-gemma3-27b,France,Older Sister,female,domain,1,1,101,1,female,gemma,3.0,19.801980198019802,True
ollama-gemma3-27b,France,Older Sister,female,trait,0,0,101,1,female,gemma,3.0,0.0,True
ollama-gptoss-20b,France,Older Sister,female,role,9,1,78,1,female,gptoss,1.0,128.2051282051282,True
ollama-gptoss-20b,France,Older Sister,female,domain,2,0,78,1,female,gptoss,1.0,25.641025641025642,True
ollama-gptoss-20b,France,Older Sister,female,trait,0,0,78,1,female,gptoss,1.0,0.0,True
ollama-llama31-8b,France,Older Sister,male,role,12,7,86,1,female,llama3,3.0,220.93023255813952,True
ollama-llama31-8b,France,Older Sister,male,domain,1,0,86,1,female,llama3,3.0,11.627906976744185,True
ollama-llama31-8b,France,Older Sister,male,trait,0,0,86,1,female,llama3,3.0,0.0,True
ollama-llama32-1b,France,Older Sister,male,role,1,0,13,1,female,llama3,1.0,76.92307692307692,True
ollama-llama32-1b,France,Older Sister,male,domain,0,0,13,1,female,llama3,1.0,0.0,True
ollama-llama32-1b,France,Older Sister,male,trait,0,0,13,1,female,llama3,1.0,0.0,True
ollama-llama32-3b,France,Older Sister,male,role,18,7,109,1,female,llama3,2.0,229.3577981651376,True
ollama-llama32-3b,France,Older Sister,male,domain,0,0,109,1,female,llama3,2.0,0.0,True
ollama-llama32-3b,France,Older Sister,male,trait,0,0,109,1,female,llama3,2.0,0.0,True
ollama-llama3-70b,France,Older Sister,male,role,21,5,105,1,female,llama3,4.0,247.61904761904762,True
ollama-llama3-70b,France,Older Sister,male,domain,2,0,105,1,female,llama3,4.0,19.047619047619047,True
ollama-llama3-70b,France,Older Sister,male,trait,0,0,105,1,female,llama3,4.0,0.0,True
ollama-mistral-nemo,France,Older Sister,male,role,4,8,112,1,female,mistral,2.0,107.14285714285714,True
ollama-mistral-nemo,France,Older Sister,male,domain,0,0,112,1,female,mistral,2.0,0.0,True
ollama-mistral-nemo,France,Older Sister,male,trait,0,0,112,1,female,mistral,2.0,0.0,True
ollama-mistral-7b,France,Older Sister,male,role,15,2,92,1,female,mistral,1.0,184.7826086956522,True
ollama-mistral-7b,France,Older Sister,male,domain,0,0,92,1,female,mistral,1.0,0.0,True
ollama-mistral-7b,France,Older Sister,male,trait,0,0,92,1,female,mistral,1.0,0.0,True
ollama-qwen25-7b,France,Older Sister,male,role,14,6,94,1,female,qwen25,2.0,212.7659574468085,True
ollama-qwen25-7b,France,Older Sister,male,domain,3,0,94,1,female,qwen25,2.0,31.914893617021278,True
ollama-qwen25-7b,France,Older Sister,male,trait,0,0,94,1,female,qwen25,2.0,0.0,True
ollama-qwen25-3b,France,Older Sister,male,role,9,2,78,1,female,qwen25,1.0,141.02564102564102,True
ollama-qwen25-3b,France,Older Sister,male,domain,4,0,78,1,female,qwen25,1.0,51.282051282051285,True
ollama-qwen25-3b,France,Older Sister,male,trait,0,0,78,1,female,qwen25,1.0,0.0,True
ollama-gemma2-2b,France,Older Sister,male,role,11,7,91,1,female,gemma,1.0,197.8021978021978,True
ollama-gemma2-2b,France,Older Sister,male,domain,3,0,91,1,female,gemma,1.0,32.967032967032964,True
ollama-gemma2-2b,France,Older Sister,male,trait,0,0,91,1,female,gemma,1.0,0.0,True
ollama-gemma3-12b,France,Older Sister,male,role,10,14,108,1,female,gemma,2.0,222.22222222222223,True
ollama-gemma3-12b,France,Older Sister,male,domain,0,0,108,1,female,gemma,2.0,0.0,True
ollama-gemma3-12b,France,Older Sister,male,trait,0,0,108,1,female,gemma,2.0,0.0,True
ollama-gemma3-27b,France,Older Sister,male,role,6,11,98,1,female,gemma,3.0,173.46938775510205,True
ollama-gemma3-27b,France,Older Sister,male,domain,0,0,98,1,female,gemma,3.0,0.0,True
ollama-gemma3-27b,France,Older Sister,male,trait,1,0,98,1,female,gemma,3.0,10.204081632653061,True
ollama-gptoss-20b,France,Older Sister,male,role,7,3,88,1,female,gptoss,1.0,113.63636363636364,True
ollama-gptoss-20b,France,Older Sister,male,domain,2,0,88,1,female,gptoss,1.0,22.727272727272727,True
ollama-gptoss-20b,France,Older Sister,male,trait,1,0,88,1,female,gptoss,1.0,11.363636363636363,True
ollama-llama31-8b,Spain,Older Sister,female,role,20,8,90,1,female,llama3,3.0,311.1111111111111,True
ollama-llama31-8b,Spain,Older Sister,female,domain,1,0,90,1,female,llama3,3.0,11.11111111111111,True
ollama-llama31-8b,Spain,Older Sister,female,trait,0,1,90,1,female,llama3,3.0,11.11111111111111,True
ollama-llama32-1b,Spain,Older Sister,female,role,23,5,119,1,female,llama3,1.0,235.2941176470588,True
ollama-llama32-1b,Spain,Older Sister,female,domain,2,0,119,1,female,llama3,1.0,16.80672268907563,True
ollama-llama32-1b,Spain,Older Sister,female,trait,0,0,119,1,female,llama3,1.0,0.0,True
ollama-llama32-3b,Spain,Older Sister,female,role,19,6,91,1,female,llama3,2.0,274.72527472527474,True
ollama-llama32-3b,Spain,Older Sister,female,domain,0,0,91,1,female,llama3,2.0,0.0,True
ollama-llama32-3b,Spain,Older Sister,female,trait,0,0,91,1,female,llama3,2.0,0.0,True
ollama-llama3-70b,Spain,Older Sister,female,role,19,6,104,1,female,llama3,4.0,240.3846153846154,True
ollama-llama3-70b,Spain,Older Sister,female,domain,0,1,104,1,female,llama3,4.0,9.615384615384615,True
ollama-llama3-70b,Spain,Older Sister,female,trait,1,1,104,1,female,llama3,4.0,19.23076923076923,True
ollama-mistral-nemo,Spain,Older Sister,female,role,6,13,111,1,female,mistral,2.0,171.17117117117118,True
ollama-mistral-nemo,Spain,Older Sister,female,domain,0,0,111,1,female,mistral,2.0,0.0,True
ollama-mistral-nemo,Spain,Older Sister,female,trait,0,0,111,1,female,mistral,2.0,0.0,True
ollama-mistral-7b,Spain,Older Sister,female,role,7,10,86,1,female,mistral,1.0,197.67441860465115,True
ollama-mistral-7b,Spain,Older Sister,female,domain,1,0,86,1,female,mistral,1.0,11.627906976744185,True
ollama-mistral-7b,Spain,Older Sister,female,trait,0,0,86,1,female,mistral,1.0,0.0,True
ollama-qwen25-7b,Spain,Older Sister,female,role,9,7,104,1,female,qwen25,2.0,153.84615384615384,True
ollama-qwen25-7b,Spain,Older Sister,female,domain,4,0,104,1,female,qwen25,2.0,38.46153846153846,True
ollama-qwen25-7b,Spain,Older Sister,female,trait,0,0,104,1,female,qwen25,2.0,0.0,True
ollama-qwen25-3b,Spain,Older Sister,female,role,13,5,109,1,female,qwen25,1.0,165.13761467889907,True
ollama-qwen25-3b,Spain,Older Sister,female,domain,5,0,109,1,female,qwen25,1.0,45.87155963302752,True
ollama-qwen25-3b,Spain,Older Sister,female,trait,1,0,109,1,female,qwen25,1.0,9.174311926605505,True
ollama-gemma2-2b,Spain,Older Sister,female,role,10,10,97,1,female,gemma,1.0,206.18556701030928,True
ollama-gemma2-2b,Spain,Older Sister,female,domain,0,0,97,1,female,gemma,1.0,0.0,True
ollama-gemma2-2b,Spain,Older Sister,female,trait,1,0,97,1,female,gemma,1.0,10.309278350515465,True
ollama-gemma3-12b,Spain,Older Sister,female,role,11,12,118,1,female,gemma,2.0,194.91525423728814,True
ollama-gemma3-12b,Spain,Older Sister,female,domain,1,0,118,1,female,gemma,2.0,8.474576271186441,True
ollama-gemma3-12b,Spain,Older Sister,female,trait,1,0,118,1,female,gemma,2.0,8.474576271186441,True
ollama-gemma3-27b,Spain,Older Sister,female,role,5,5,83,1,female,gemma,3.0,120.48192771084338,True
ollama-gemma3-27b,Spain,Older Sister,female,domain,0,0,83,1,female,gemma,3.0,0.0,True
ollama-gemma3-27b,Spain,Older Sister,female,trait,1,0,83,1,female,gemma,3.0,12.048192771084338,True
ollama-gptoss-20b,Spain,Older Sister,female,role,13,4,114,1,female,gptoss,1.0,149.12280701754386,True
ollama-gptoss-20b,Spain,Older Sister,female,domain,3,0,114,1,female,gptoss,1.0,26.31578947368421,True
ollama-gptoss-20b,Spain,Older Sister,female,trait,0,0,114,1,female,gptoss,1.0,0.0,True
ollama-llama31-8b,Spain,Older Sister,male,role,9,3,85,1,female,llama3,3.0,141.1764705882353,True
ollama-llama31-8b,Spain,Older Sister,male,domain,0,0,85,1,female,llama3,3.0,0.0,True
ollama-llama31-8b,Spain,Older Sister,male,trait,0,0,85,1,female,llama3,3.0,0.0,True
ollama-llama32-1b,Spain,Older Sister,male,role,0,0,14,1,female,llama3,1.0,0.0,True
ollama-llama32-1b,Spain,Older Sister,male,domain,0,0,14,1,female,llama3,1.0,0.0,True
ollama-llama32-1b,Spain,Older Sister,male,trait,0,0,14,1,female,llama3,1.0,0.0,True
ollama-llama32-3b,Spain,Older Sister,male,role,19,12,84,1,female,llama3,2.0,369.04761904761904,True
ollama-llama32-3b,Spain,Older Sister,male,domain,3,0,84,1,female,llama3,2.0,35.714285714285715,True
ollama-llama32-3b,Spain,Older Sister,male,trait,0,0,84,1,female,llama3,2.0,0.0,True
ollama-llama3-70b,Spain,Older Sister,male,role,17,6,103,1,female,llama3,4.0,223.3009708737864,True
ollama-llama3-70b,Spain,Older Sister,male,domain,3,0,103,1,female,llama3,4.0,29.12621359223301,True
ollama-llama3-70b,Spain,Older Sister,male,trait,0,1,103,1,female,llama3,4.0,9.70873786407767,True
ollama-mistral-nemo,Spain,Older Sister,male,role,10,7,113,1,female,mistral,2.0,150.44247787610618,True
ollama-mistral-nemo,Spain,Older Sister,male,domain,4,0,113,1,female,mistral,2.0,35.39823008849557,True
ollama-mistral-nemo,Spain,Older Sister,male,trait,0,0,113,1,female,mistral,2.0,0.0,True
ollama-mistral-7b,Spain,Older Sister,male,role,6,17,102,1,female,mistral,1.0,225.49019607843138,True
ollama-mistral-7b,Spain,Older Sister,male,domain,2,0,102,1,female,mistral,1.0,19.607843137254903,True
ollama-mistral-7b,Spain,Older Sister,male,trait,0,0,102,1,female,mistral,1.0,0.0,True
ollama-qwen25-7b,Spain,Older Sister,male,role,6,5,98,1,female,qwen25,2.0,112.24489795918367,True
ollama-qwen25-7b,Spain,Older Sister,male,domain,2,0,98,1,female,qwen25,2.0,20.408163265306122,True
ollama-qwen25-7b,Spain,Older Sister,male,trait,0,0,98,1,female,qwen25,2.0,0.0,True
ollama-qwen25-3b,Spain,Older Sister,male,role,8,3,58,1,female,qwen25,1.0,189.6551724137931,True
ollama-qwen25-3b,Spain,Older Sister,male,domain,2,0,58,1,female,qwen25,1.0,34.48275862068966,True
ollama-qwen25-3b,Spain,Older Sister,male,trait,0,0,58,1,female,qwen25,1.0,0.0,True
ollama-gemma2-2b,Spain,Older Sister,male,role,4,11,121,1,female,gemma,1.0,123.96694214876032,True
ollama-gemma2-2b,Spain,Older Sister,male,domain,0,0,121,1,female,gemma,1.0,0.0,True
ollama-gemma2-2b,Spain,Older Sister,male,trait,0,2,121,1,female,gemma,1.0,16.52892561983471,True
ollama-gemma3-12b,Spain,Older Sister,male,role,9,17,111,1,female,gemma,2.0,234.23423423423424,True
ollama-gemma3-12b,Spain,Older Sister,male,domain,0,0,111,1,female,gemma,2.0,0.0,True
ollama-gemma3-12b,Spain,Older Sister,male,trait,1,0,111,1,female,gemma,2.0,9.00900900900901,True
ollama-gemma3-27b,Spain,Older Sister,male,role,10,10,98,1,female,gemma,3.0,204.08163265306123,True
ollama-gemma3-27b,Spain,Older Sister,male,domain,1,0,98,1,female,gemma,3.0,10.204081632653061,True
ollama-gemma3-27b,Spain,Older Sister,male,trait,0,0,98,1,female,gemma,3.0,0.0,True
ollama-gptoss-20b,Spain,Older Sister,male,role,8,8,66,1,female,gptoss,1.0,242.42424242424244,True
ollama-gptoss-20b,Spain,Older Sister,male,domain,3,0,66,1,female,gptoss,1.0,45.45454545454545,True
ollama-gptoss-20b,Spain,Older Sister,male,trait,0,0,66,1,female,gptoss,1.0,0.0,True
ollama-llama31-8b,Poland,Older Sister,female,role,9,7,96,1,female,llama3,3.0,166.66666666666666,True
ollama-llama31-8b,Poland,Older Sister,female,domain,0,0,96,1,female,llama3,3.0,0.0,True
ollama-llama31-8b,Poland,Older Sister,female,trait,0,1,96,1,female,llama3,3.0,10.416666666666666,True
ollama-llama32-1b,Poland,Older Sister,female,role,4,12,104,1,female,llama3,1.0,153.84615384615384,True
ollama-llama32-1b,Poland,Older Sister,female,domain,1,0,104,1,female,llama3,1.0,9.615384615384615,True
ollama-llama32-1b,Poland,Older Sister,female,trait,0,0,104,1,female,llama3,1.0,0.0,True
ollama-llama32-3b,Poland,Older Sister,female,role,13,9,89,1,female,llama3,2.0,247.19101123595505,True
ollama-llama32-3b,Poland,Older Sister,female,domain,0,0,89,1,female,llama3,2.0,0.0,True
ollama-llama32-3b,Poland,Older Sister,female,trait,0,0,89,1,female,llama3,2.0,0.0,True
ollama-llama3-70b,Poland,Older Sister,female,role,12,10,109,1,female,llama3,4.0,201.8348623853211,True
ollama-llama3-70b,Poland,Older Sister,female,domain,1,1,109,1,female,llama3,4.0,18.34862385321101,True
ollama-llama3-70b,Poland,Older Sister,female,trait,1,0,109,1,female,llama3,4.0,9.174311926605505,True
ollama-mistral-nemo,Poland,Older Sister,female,role,11,9,128,1,female,mistral,2.0,156.25,True
ollama-mistral-nemo,Poland,Older Sister,female,domain,2,0,128,1,female,mistral,2.0,15.625,True
ollama-mistral-nemo,Poland,Older Sister,female,trait,1,1,128,1,female,mistral,2.0,15.625,True
ollama-mistral-7b,Poland,Older Sister,female,role,7,10,112,1,female,mistral,1.0,151.78571428571428,True
ollama-mistral-7b,Poland,Older Sister,female,domain,1,0,112,1,female,mistral,1.0,8.928571428571429,True
ollama-mistral-7b,Poland,Older Sister,female,trait,0,0,112,1,female,mistral,1.0,0.0,True
ollama-qwen25-7b,Poland,Older Sister,female,role,8,13,97,1,female,qwen25,2.0,216.49484536082474,True
ollama-qwen25-7b,Poland,Older Sister,female,domain,0,0,97,1,female,qwen25,2.0,0.0,True
ollama-qwen25-7b,Poland,Older Sister,female,trait,0,0,97,1,female,qwen25,2.0,0.0,True
ollama-qwen25-3b,Poland,Older Sister,female,role,13,7,91,1,female,qwen25,1.0,219.78021978021977,True
ollama-qwen25-3b,Poland,Older Sister,female,domain,1,0,91,1,female,qwen25,1.0,10.989010989010989,True
ollama-qwen25-3b,Poland,Older Sister,female,trait,0,0,91,1,female,qwen25,1.0,0.0,True
ollama-gemma2-2b,Poland,Older Sister,female,role,4,1,96,1,female,gemma,1.0,52.083333333333336,True
ollama-gemma2-2b,Poland,Older Sister,female,domain,2,0,96,1,female,gemma,1.0,20.833333333333332,True
ollama-gemma2-2b,Poland,Older Sister,female,trait,0,0,96,1,female,gemma,1.0,0.0,True
ollama-gemma3-12b,Poland,Older Sister,female,role,11,7,102,1,female,gemma,2.0,176.47058823529412,True
ollama-gemma3-12b,Poland,Older Sister,female,domain,2,0,102,1,female,gemma,2.0,19.607843137254903,True
ollama-gemma3-12b,Poland,Older Sister,female,trait,2,0,102,1,female,gemma,2.0,19.607843137254903,True
ollama-gemma3-27b,Poland,Older Sister,female,role,5,9,83,1,female,gemma,3.0,168.67469879518072,True
ollama-gemma3-27b,Poland,Older Sister,female,domain,1,2,83,1,female,gemma,3.0,36.144578313253014,True
ollama-gemma3-27b,Poland,Older Sister,female,trait,0,0,83,1,female,gemma,3.0,0.0,True
ollama-gptoss-20b,Poland,Older Sister,female,role,10,4,89,1,female,gptoss,1.0,157.30337078651687,True
ollama-gptoss-20b,Poland,Older Sister,female,domain,1,0,89,1,female,gptoss,1.0,11.235955056179776,True
ollama-gptoss-20b,Poland,Older Sister,female,trait,0,0,89,1,female,gptoss,1.0,0.0,True
ollama-llama31-8b,Poland,Older Sister,male,role,16,7,88,1,female,llama3,3.0,261.3636363636364,True
ollama-llama31-8b,Poland,Older Sister,male,domain,0,0,88,1,female,llama3,3.0,0.0,True
ollama-llama31-8b,Poland,Older Sister,male,trait,0,0,88,1,female,llama3,3.0,0.0,True
ollama-llama32-1b,Poland,Older Sister,male,role,2,2,14,1,female,llama3,1.0,285.7142857142857,True
ollama-llama32-1b,Poland,Older Sister,male,domain,0,0,14,1,female,llama3,1.0,0.0,True
ollama-llama32-1b,Poland,Older Sister,male,trait,0,0,14,1,female,llama3,1.0,0.0,True
ollama-llama32-3b,Poland,Older Sister,male,role,13,7,86,1,female,llama3,2.0,232.5581395348837,True
ollama-llama32-3b,Poland,Older Sister,male,domain,2,0,86,1,female,llama3,2.0,23.25581395348837,True
ollama-llama32-3b,Poland,Older Sister,male,trait,1,1,86,1,female,llama3,2.0,23.25581395348837,True
ollama-llama3-70b,Poland,Older Sister,male,role,26,10,108,1,female,llama3,4.0,333.3333333333333,True
ollama-llama3-70b,Poland,Older Sister,male,domain,0,0,108,1,female,llama3,4.0,0.0,True
ollama-llama3-70b,Poland,Older Sister,male,trait,0,0,108,1,female,llama3,4.0,0.0,True
ollama-mistral-nemo,Poland,Older Sister,male,role,19,24,137,1,female,mistral,2.0,313.86861313868616,True
ollama-mistral-nemo,Poland,Older Sister,male,domain,2,0,137,1,female,mistral,2.0,14.598540145985401,True
ollama-mistral-nemo,Poland,Older Sister,male,trait,0,0,137,1,female,mistral,2.0,0.0,True
ollama-mistral-7b,Poland,Older Sister,male,role,4,12,88,1,female,mistral,1.0,181.8181818181818,True
ollama-mistral-7b,Poland,Older Sister,male,domain,0,0,88,1,female,mistral,1.0,0.0,True
ollama-mistral-7b,Poland,Older Sister,male,trait,0,0,88,1,female,mistral,1.0,0.0,True
ollama-qwen25-7b,Poland,Older Sister,male,role,8,4,81,1,female,qwen25,2.0,148.14814814814815,True
ollama-qwen25-7b,Poland,Older Sister,male,domain,3,0,81,1,female,qwen25,2.0,37.03703703703704,True
ollama-qwen25-7b,Poland,Older Sister,male,trait,1,0,81,1,female,qwen25,2.0,12.345679012345679,True
ollama-qwen25-3b,Poland,Older Sister,male,role,17,2,64,1,female,qwen25,1.0,296.875,True
ollama-qwen25-3b,Poland,Older Sister,male,domain,6,0,64,1,female,qwen25,1.0,93.75,True
ollama-qwen25-3b,Poland,Older Sister,male,trait,0,0,64,1,female,qwen25,1.0,0.0,True
ollama-gemma2-2b,Poland,Older Sister,male,role,6,7,108,1,female,gemma,1.0,120.37037037037037,True
ollama-gemma2-2b,Poland,Older Sister,male,domain,1,0,108,1,female,gemma,1.0,9.25925925925926,True
ollama-gemma2-2b,Poland,Older Sister,male,trait,1,0,108,1,female,gemma,1.0,9.25925925925926,True
ollama-gemma3-12b,Poland,Older Sister,male,role,9,10,104,1,female,gemma,2.0,182.69230769230768,True
ollama-gemma3-12b,Poland,Older Sister,male,domain,0,0,104,1,female,gemma,2.0,0.0,True
ollama-gemma3-12b,Poland,Older Sister,male,trait,1,0,104,1,female,gemma,2.0,9.615384615384615,True
ollama-gemma3-27b,Poland,Older Sister,male,role,7,11,102,1,female,gemma,3.0,176.47058823529412,True
ollama-gemma3-27b,Poland,Older Sister,male,domain,0,1,102,1,female,gemma,3.0,9.803921568627452,True
ollama-gemma3-27b,Poland,Older Sister,male,trait,1,0,102,1,female,gemma,3.0,9.803921568627452,True
ollama-gptoss-20b,Poland,Older Sister,male,role,5,6,84,1,female,gptoss,1.0,130.95238095238096,True
ollama-gptoss-20b,Poland,Older Sister,male,domain,1,0,84,1,female,gptoss,1.0,11.904761904761905,True
ollama-gptoss-20b,Poland,Older Sister,male,trait,0,0,84,1,female,gptoss,1.0,0.0,True
ollama-llama31-8b,Australia,Older Sister,female,role,23,5,97,1,female,llama3,3.0,288.659793814433,True
ollama-llama31-8b,Australia,Older Sister,female,domain,2,1,97,1,female,llama3,3.0,30.927835051546392,True
