id,axis,Y_F,Y_M,T,country,narrator_role,narrator_gender,recipient_gender_condition,recipient_gender_label,model_key,model_family_version_group,H_exposure
ollama-llama32-1b_Teacher_SaudiArabia_female,role,0,0,12,Saudi Arabia,Teacher,unspecified,female,daughter,ollama-llama32-1b,llama3,0
ollama-llama32-1b_Teacher_SaudiArabia_female,domain,0,0,12,Saudi Arabia,Teacher,unspecified,female,daughter,ollama-llama32-1b,llama3,0
ollama-llama32-1b_Teacher_SaudiArabia_female,trait,0,0,12,Saudi Arabia,Teacher,unspecified,female,daughter,ollama-llama32-1b,llama3,0
ollama-llama32-3b_Teacher_SaudiArabia_female,role,22,9,93,Saudi Arabia,Teacher,unspecified,female,daughter,ollama-llama32-3b,llama3,31
ollama-llama32-3b_Teacher_SaudiArabia_female,domain,0,0,93,Saudi Arabia,Teacher,unspecified,female,daughter,ollama-llama32-3b,llama3,0
ollama-llama32-3b_Teacher_SaudiArabia_female,trait,0,0,93,Saudi Arabia,Teacher,unspecified,female,daughter,ollama-llama32-3b,llama3,0
ollama-llama3-70b_Teacher_SaudiArabia_female,role,10,5,89,Saudi Arabia,Teacher,unspecified,female,daughter,ollama-llama3-70b,llama3,15
ollama-llama3-70b_Teacher_SaudiArabia_female,domain,1,0,89,Saudi Arabia,Teacher,unspecified,female,daughter,ollama-llama3-70b,llama3,1
ollama-llama3-70b_Teacher_SaudiArabia_female,trait,0,0,89,Saudi Arabia,Teacher,unspecified,female,daughter,ollama-llama3-70b,llama3,0
ollama-mistral-nemo_Teacher_SaudiArabia_female,role,5,12,91,Saudi Arabia,Teacher,unspecified,female,daughter,ollama-mistral-nemo,mistral,17
ollama-mistral-nemo_Teacher_SaudiArabia_female,domain,2,0,91,Saudi Arabia,Teacher,unspecified,female,daughter,ollama-mistral-nemo,mistral,2
ollama-mistral-nemo_Teacher_SaudiArabia_female,trait,0,0,91,Saudi Arabia,Teacher,unspecified,female,daughter,ollama-mistral-nemo,mistral,0
ollama-mistral-7b_Teacher_SaudiArabia_female,role,5,10,119,Saudi Arabia,Teacher,unspecified,female,daughter,ollama-mistral-7b,mistral,15
ollama-mistral-7b_Teacher_SaudiArabia_female,domain,1,0,119,Saudi Arabia,Teacher,unspecified,female,daughter,ollama-mistral-7b,mistral,1
ollama-mistral-7b_Teacher_SaudiArabia_female,trait,0,0,119,Saudi Arabia,Teacher,unspecified,female,daughter,ollama-mistral-7b,mistral,0
ollama-qwen25-7b_Teacher_SaudiArabia_female,role,9,10,90,Saudi Arabia,Teacher,unspecified,female,daughter,ollama-qwen25-7b,qwen25,19
ollama-qwen25-7b_Teacher_SaudiArabia_female,domain,1,0,90,Saudi Arabia,Teacher,unspecified,female,daughter,ollama-qwen25-7b,qwen25,1
ollama-qwen25-7b_Teacher_SaudiArabia_female,trait,0,0,90,Saudi Arabia,Teacher,unspecified,female,daughter,ollama-qwen25-7b,qwen25,0
ollama-qwen25-3b_Teacher_SaudiArabia_female,role,14,7,94,Saudi Arabia,Teacher,unspecified,female,daughter,ollama-qwen25-3b,qwen25,21
ollama-qwen25-3b_Teacher_SaudiArabia_female,domain,3,0,94,Saudi Arabia,Teacher,unspecified,female,daughter,ollama-qwen25-3b,qwen25,3
ollama-qwen25-3b_Teacher_SaudiArabia_female,trait,0,0,94,Saudi Arabia,Teacher,unspecified,female,daughter,ollama-qwen25-3b,qwen25,0
ollama-gemma2-2b_Teacher_SaudiArabia_female,role,2,13,108,Saudi Arabia,Teacher,unspecified,female,daughter,ollama-gemma2-2b,gemma,15
ollama-gemma2-2b_Teacher_SaudiArabia_female,domain,0,2,108,Saudi Arabia,Teacher,unspecified,female,daughter,ollama-gemma2-2b,gemma,2
ollama-gemma2-2b_Teacher_SaudiArabia_female,trait,0,0,108,Saudi Arabia,Teacher,unspecified,female,daughter,ollama-gemma2-2b,gemma,0
ollama-gemma3-12b_Teacher_SaudiArabia_female,role,9,14,119,Saudi Arabia,Teacher,unspecified,female,daughter,ollama-gemma3-12b,gemma,23
ollama-gemma3-12b_Teacher_SaudiArabia_female,domain,1,0,119,Saudi Arabia,Teacher,unspecified,female,daughter,ollama-gemma3-12b,gemma,1
ollama-gemma3-12b_Teacher_SaudiArabia_female,trait,2,0,119,Saudi Arabia,Teacher,unspecified,female,daughter,ollama-gemma3-12b,gemma,2
ollama-gemma3-27b_Teacher_SaudiArabia_female,role,8,3,98,Saudi Arabia,Teacher,unspecified,female,daughter,ollama-gemma3-27b,gemma,11
ollama-gemma3-27b_Teacher_SaudiArabia_female,domain,0,0,98,Saudi Arabia,Teacher,unspecified,female,daughter,ollama-gemma3-27b,gemma,0
ollama-gemma3-27b_Teacher_SaudiArabia_female,trait,1,0,98,Saudi Arabia,Teacher,unspecified,female,daughter,ollama-gemma3-27b,gemma,1
ollama-gptoss-20b_Teacher_SaudiArabia_female,role,7,0,78,Saudi Arabia,Teacher,unspecified,female,daughter,ollama-gptoss-20b,gptoss,7
ollama-gptoss-20b_Teacher_SaudiArabia_female,domain,1,0,78,Saudi Arabia,Teacher,unspecified,female,daughter,ollama-gptoss-20b,gptoss,1
ollama-gptoss-20b_Teacher_SaudiArabia_female,trait,0,0,78,Saudi Arabia,Teacher,unspecified,female,daughter,ollama-gptoss-20b,gptoss,0
ollama-llama31-8b_Teacher_SaudiArabia_male,role,5,4,89,Saudi Arabia,Teacher,unspecified,male,son,ollama-llama31-8b,llama3,9
ollama-llama31-8b_Teacher_SaudiArabia_male,domain,2,0,89,Saudi Arabia,Teacher,unspecified,male,son,ollama-llama31-8b,llama3,2
ollama-llama31-8b_Teacher_SaudiArabia_male,trait,0,0,89,Saudi Arabia,Teacher,unspecified,male,son,ollama-llama31-8b,llama3,0
ollama-llama32-1b_Teacher_SaudiArabia_male,role,3,2,17,Saudi Arabia,Teacher,unspecified,male,son,ollama-llama32-1b,llama3,5
ollama-llama32-1b_Teacher_SaudiArabia_male,domain,0,0,17,Saudi Arabia,Teacher,unspecified,male,son,ollama-llama32-1b,llama3,0
ollama-llama32-1b_Teacher_SaudiArabia_male,trait,0,0,17,Saudi Arabia,Teacher,unspecified,male,son,ollama-llama32-1b,llama3,0
ollama-llama32-3b_Teacher_SaudiArabia_male,role,10,10,92,Saudi Arabia,Teacher,unspecified,male,son,ollama-llama32-3b,llama3,20
ollama-llama32-3b_Teacher_SaudiArabia_male,domain,1,0,92,Saudi Arabia,Teacher,unspecified,male,son,ollama-llama32-3b,llama3,1
ollama-llama32-3b_Teacher_SaudiArabia_male,trait,0,0,92,Saudi Arabia,Teacher,unspecified,male,son,ollama-llama32-3b,llama3,0
ollama-llama3-70b_Teacher_SaudiArabia_male,role,11,6,107,Saudi Arabia,Teacher,unspecified,male,son,ollama-llama3-70b,llama3,17
ollama-llama3-70b_Teacher_SaudiArabia_male,domain,0,0,107,Saudi Arabia,Teacher,unspecified,male,son,ollama-llama3-70b,llama3,0
ollama-llama3-70b_Teacher_SaudiArabia_male,trait,0,0,107,Saudi Arabia,Teacher,unspecified,male,son,ollama-llama3-70b,llama3,0
ollama-mistral-nemo_Teacher_SaudiArabia_male,role,17,3,98,Saudi Arabia,Teacher,unspecified,male,son,ollama-mistral-nemo,mistral,20
ollama-mistral-nemo_Teacher_SaudiArabia_male,domain,0,0,98,Saudi Arabia,Teacher,unspecified,male,son,ollama-mistral-nemo,mistral,0
ollama-mistral-nemo_Teacher_SaudiArabia_male,trait,0,1,98,Saudi Arabia,Teacher,unspecified,male,son,ollama-mistral-nemo,mistral,1
ollama-mistral-7b_Teacher_SaudiArabia_male,role,18,6,109,Saudi Arabia,Teacher,unspecified,male,son,ollama-mistral-7b,mistral,24
ollama-mistral-7b_Teacher_SaudiArabia_male,domain,2,0,109,Saudi Arabia,Teacher,unspecified,male,son,ollama-mistral-7b,mistral,2
ollama-mistral-7b_Teacher_SaudiArabia_male,trait,0,0,109,Saudi Arabia,Teacher,unspecified,male,son,ollama-mistral-7b,mistral,0
ollama-qwen25-7b_Teacher_SaudiArabia_male,role,12,11,101,Saudi Arabia,Teacher,unspecified,male,son,ollama-qwen25-7b,qwen25,23
ollama-qwen25-7b_Teacher_SaudiArabia_male,domain,0,0,101,Saudi Arabia,Teacher,unspecified,male,son,ollama-qwen25-7b,qwen25,0
ollama-qwen25-7b_Teacher_SaudiArabia_male,trait,0,0,101,Saudi Arabia,Teacher,unspecified,male,son,ollama-qwen25-7b,qwen25,0
ollama-qwen25-3b_Teacher_SaudiArabia_male,role,12,4,54,Saudi Arabia,Teacher,unspecified,male,son,ollama-qwen25-3b,qwen25,16
ollama-qwen25-3b_Teacher_SaudiArabia_male,domain,4,0,54,Saudi Arabia,Teacher,unspecified,male,son,ollama-qwen25-3b,qwen25,4
ollama-qwen25-3b_Teacher_SaudiArabia_male,trait,0,0,54,Saudi Arabia,Teacher,unspecified,male,son,ollama-qwen25-3b,qwen25,0
ollama-gemma2-2b_Teacher_SaudiArabia_male,role,15,8,98,Saudi Arabia,Teacher,unspecified,male,son,ollama-gemma2-2b,gemma,23
ollama-gemma2-2b_Teacher_SaudiArabia_male,domain,1,0,98,Saudi Arabia,Teacher,unspecified,male,son,ollama-gemma2-2b,gemma,1
ollama-gemma2-2b_Teacher_SaudiArabia_male,trait,0,0,98,Saudi Arabia,Teacher,unspecified,male,son,ollama-gemma2-2b,gemma,0
ollama-gemma3-12b_Teacher_SaudiArabia_male,role,9,11,100,Saudi Arabia,Teacher,unspecified,male,son,ollama-gemma3-12b,gemma,20
ollama-gemma3-12b_Teacher_SaudiArabia_male,domain,0,0,100,Saudi Arabia,Teacher,unspecified,male,son,ollama-gemma3-12b,gemma,0
ollama-gemma3-12b_Teacher_SaudiArabia_male,trait,0,0,100,Saudi Arabia,Teacher,unspecified,male,son,ollama-gemma3-12b,gemma,0
ollama-gemma3-27b_Teacher_SaudiArabia_male,role,5,11,106,Saudi Arabia,Teacher,unspecified,male,son,ollama-gemma3-27b,gemma,16
ollama-gemma3-27b_Teacher_SaudiArabia_male,domain,0,0,106,Saudi Arabia,Teacher,unspecified,male,son,ollama-gemma3-27b,gemma,0
ollama-gemma3-27b_Teacher_SaudiArabia_male,trait,1,1,106,Saudi Arabia,Teacher,unspecified,male,son,ollama-gemma3-27b,gemma,2
ollama-gptoss-20b_Teacher_SaudiArabia_male,role,10,7,102,Saudi Arabia,Teacher,unspecified,male,son,ollama-gptoss-20b,gptoss,17
ollama-gptoss-20b_Teacher_SaudiArabia_male,domain,1,0,102,Saudi Arabia,Teacher,unspecified,male,son,ollama-gptoss-20b,gptoss,1
ollama-gptoss-20b_Teacher_SaudiArabia_male,trait,0,0,102,Saudi Arabia,Teacher,unspecified,male,son,ollama-gptoss-20b,gptoss,0
ollama-llama31-8b_Teacher_Iran_female,role,11,6,96,Iran,Teacher,unspecified,female,daughter,ollama-llama31-8b,llama3,17
ollama-llama31-8b_Teacher_Iran_female,domain,0,0,96,Iran,Teacher,unspecified,female,daughter,ollama-llama31-8b,llama3,0
ollama-llama31-8b_Teacher_Iran_female,trait,1,0,96,Iran,Teacher,unspecified,female,daughter,ollama-llama31-8b,llama3,1
ollama-llama32-1b_Teacher_Iran_female,role,1,1,14,Iran,Teacher,unspecified,female,daughter,ollama-llama32-1b,llama3,2
ollama-llama32-1b_Teacher_Iran_female,domain,0,0,14,Iran,Teacher,unspecified,female,daughter,ollama-llama32-1b,llama3,0
ollama-llama32-1b_Teacher_Iran_female,trait,0,0,14,Iran,Teacher,unspecified,female,daughter,ollama-llama32-1b,llama3,0
ollama-llama32-3b_Teacher_Iran_female,role,14,9,97,Iran,Teacher,unspecified,female,daughter,ollama-llama32-3b,llama3,23
ollama-llama32-3b_Teacher_Iran_female,domain,0,0,97,Iran,Teacher,unspecified,female,daughter,ollama-llama32-3b,llama3,0
ollama-llama32-3b_Teacher_Iran_female,trait,0,0,97,Iran,Teacher,unspecified,female,daughter,ollama-llama32-3b,llama3,0
ollama-llama3-70b_Teacher_Iran_female,role,18,6,93,Iran,Teacher,unspecified,female,daughter,ollama-llama3-70b,llama3,24
ollama-llama3-70b_Teacher_Iran_female,domain,2,0,93,Iran,Teacher,unspecified,female,daughter,ollama-llama3-70b,llama3,2
ollama-llama3-70b_Teacher_Iran_female,trait,0,0,93,Iran,Teacher,unspecified,female,daughter,ollama-llama3-70b,llama3,0
ollama-mistral-nemo_Teacher_Iran_female,role,4,2,105,Iran,Teacher,unspecified,female,daughter,ollama-mistral-nemo,mistral,6
ollama-mistral-nemo_Teacher_Iran_female,domain,3,0,105,Iran,Teacher,unspecified,female,daughter,ollama-mistral-nemo,mistral,3
ollama-mistral-nemo_Teacher_Iran_female,trait,1,0,105,Iran,Teacher,unspecified,female,daughter,ollama-mistral-nemo,mistral,1
ollama-mistral-7b_Teacher_Iran_female,role,14,6,100,Iran,Teacher,unspecified,female,daughter,ollama-mistral-7b,mistral,20
ollama-mistral-7b_Teacher_Iran_female,domain,5,0,100,Iran,Teacher,unspecified,female,daughter,ollama-mistral-7b,mistral,5
ollama-mistral-7b_Teacher_Iran_female,trait,0,0,100,Iran,Teacher,unspecified,female,daughter,ollama-mistral-7b,mistral,0
ollama-qwen25-7b_Teacher_Iran_female,role,9,7,78,Iran,Teacher,unspecified,female,daughter,ollama-qwen25-7b,qwen25,16
ollama-qwen25-7b_Teacher_Iran_female,domain,2,0,78,Iran,Teacher,unspecified,female,daughter,ollama-qwen25-7b,qwen25,2
ollama-qwen25-7b_Teacher_Iran_female,trait,0,0,78,Iran,Teacher,unspecified,female,daughter,ollama-qwen25-7b,qwen25,0
ollama-qwen25-3b_Teacher_Iran_female,role,14,8,73,Iran,Teacher,unspecified,female,daughter,ollama-qwen25-3b,qwen25,22
ollama-qwen25-3b_Teacher_Iran_female,domain,2,0,73,Iran,Teacher,unspecified,female,daughter,ollama-qwen25-3b,qwen25,2
ollama-qwen25-3b_Teacher_Iran_female,trait,0,0,73,Iran,Teacher,unspecified,female,daughter,ollama-qwen25-3b,qwen25,0
ollama-gemma2-2b_Teacher_Iran_female,role,11,6,104,Iran,Teacher,unspecified,female,daughter,ollama-gemma2-2b,gemma,17
ollama-gemma2-2b_Teacher_Iran_female,domain,2,0,104,Iran,Teacher,unspecified,female,daughter,ollama-gemma2-2b,gemma,2
ollama-gemma2-2b_Teacher_Iran_female,trait,0,0,104,Iran,Teacher,unspecified,female,daughter,ollama-gemma2-2b,gemma,0
ollama-gemma3-12b_Teacher_Iran_female,role,12,10,103,Iran,Teacher,unspecified,female,daughter,ollama-gemma3-12b,gemma,22
ollama-gemma3-12b_Teacher_Iran_female,domain,0,0,103,Iran,Teacher,unspecified,female,daughter,ollama-gemma3-12b,gemma,0
ollama-gemma3-12b_Teacher_Iran_female,trait,1,0,103,Iran,Teacher,unspecified,female,daughter,ollama-gemma3-12b,gemma,1
ollama-gemma3-27b_Teacher_Iran_female,role,8,5,106,Iran,Teacher,unspecified,female,daughter,ollama-gemma3-27b,gemma,13
ollama-gemma3-27b_Teacher_Iran_female,domain,0,0,106,Iran,Teacher,unspecified,female,daughter,ollama-gemma3-27b,gemma,0
ollama-gemma3-27b_Teacher_Iran_female,trait,2,0,106,Iran,Teacher,unspecified,female,daughter,ollama-gemma3-27b,gemma,2
ollama-gptoss-20b_Teacher_Iran_female,role,11,0,90,Iran,Teacher,unspecified,female,daughter,ollama-gptoss-20b,gptoss,11
ollama-gptoss-20b_Teacher_Iran_female,domain,3,0,90,Iran,Teacher,unspecified,female,daughter,ollama-gptoss-20b,gptoss,3
ollama-gptoss-20b_Teacher_Iran_female,trait,0,0,90,Iran,Teacher,unspecified,female,daughter,ollama-gptoss-20b,gptoss,0
ollama-llama31-8b_Teacher_Iran_male,role,10,6,91,Iran,Teacher,unspecified,male,son,ollama-llama31-8b,llama3,16
ollama-llama31-8b_Teacher_Iran_male,domain,1,1,91,Iran,Teacher,unspecified,male,son,ollama-llama31-8b,llama3,2
ollama-llama31-8b_Teacher_Iran_male,trait,1,0,91,Iran,Teacher,unspecified,male,son,ollama-llama31-8b,llama3,1
ollama-llama32-1b_Teacher_Iran_male,role,0,0,12,Iran,Teacher,unspecified,male,son,ollama-llama32-1b,llama3,0
ollama-llama32-1b_Teacher_Iran_male,domain,0,0,12,Iran,Teacher,unspecified,male,son,ollama-llama32-1b,llama3,0
ollama-llama32-1b_Teacher_Iran_male,trait,0,0,12,Iran,Teacher,unspecified,male,son,ollama-llama32-1b,llama3,0
ollama-llama32-3b_Teacher_Iran_male,role,9,4,104,Iran,Teacher,unspecified,male,son,ollama-llama32-3b,llama3,13
ollama-llama32-3b_Teacher_Iran_male,domain,0,0,104,Iran,Teacher,unspecified,male,son,ollama-llama32-3b,llama3,0
ollama-llama32-3b_Teacher_Iran_male,trait,0,0,104,Iran,Teacher,unspecified,male,son,ollama-llama32-3b,llama3,0
ollama-llama3-70b_Teacher_Iran_male,role,8,14,94,Iran,Teacher,unspecified,male,son,ollama-llama3-70b,llama3,22
ollama-llama3-70b_Teacher_Iran_male,domain,0,0,94,Iran,Teacher,unspecified,male,son,ollama-llama3-70b,llama3,0
ollama-llama3-70b_Teacher_Iran_male,trait,0,0,94,Iran,Teacher,unspecified,male,son,ollama-llama3-70b,llama3,0
ollama-mistral-nemo_Teacher_Iran_male,role,6,5,94,Iran,Teacher,unspecified,male,son,ollama-mistral-nemo,mistral,11
ollama-mistral-nemo_Teacher_Iran_male,domain,0,0,94,Iran,Teacher,unspecified,male,son,ollama-mistral-nemo,mistral,0
ollama-mistral-nemo_Teacher_Iran_male,trait,0,0,94,Iran,Teacher,unspecified,male,son,ollama-mistral-nemo,mistral,0
ollama-mistral-7b_Teacher_Iran_male,role,9,11,105,Iran,Teacher,unspecified,male,son,ollama-mistral-7b,mistral,20
ollama-mistral-7b_Teacher_Iran_male,domain,1,0,105,Iran,Teacher,unspecified,male,son,ollama-mistral-7b,mistral,1
ollama-mistral-7b_Teacher_Iran_male,trait,0,0,105,Iran,Teacher,unspecified,male,son,ollama-mistral-7b,mistral,0
ollama-qwen25-7b_Teacher_Iran_male,role,13,14,98,Iran,Teacher,unspecified,male,son,ollama-qwen25-7b,qwen25,27
ollama-qwen25-7b_Teacher_Iran_male,domain,4,1,98,Iran,Teacher,unspecified,male,son,ollama-qwen25-7b,qwen25,5
ollama-qwen25-7b_Teacher_Iran_male,trait,0,0,98,Iran,Teacher,unspecified,male,son,ollama-qwen25-7b,qwen25,0
ollama-qwen25-3b_Teacher_Iran_male,role,8,2,59,Iran,Teacher,unspecified,male,son,ollama-qwen25-3b,qwen25,10
ollama-qwen25-3b_Teacher_Iran_male,domain,3,0,59,Iran,Teacher,unspecified,male,son,ollama-qwen25-3b,qwen25,3
ollama-qwen25-3b_Teacher_Iran_male,trait,0,0,59,Iran,Teacher,unspecified,male,son,ollama-qwen25-3b,qwen25,0
ollama-gemma2-2b_Teacher_Iran_male,role,5,6,112,Iran,Teacher,unspecified,male,son,ollama-gemma2-2b,gemma,11
ollama-gemma2-2b_Teacher_Iran_male,domain,4,0,112,Iran,Teacher,unspecified,male,son,ollama-gemma2-2b,gemma,4
ollama-gemma2-2b_Teacher_Iran_male,trait,0,0,112,Iran,Teacher,unspecified,male,son,ollama-gemma2-2b,gemma,0
ollama-gemma3-12b_Teacher_Iran_male,role,11,12,103,Iran,Teacher,unspecified,male,son,ollama-gemma3-12b,gemma,23
ollama-gemma3-12b_Teacher_Iran_male,domain,0,0,103,Iran,Teacher,unspecified,male,son,ollama-gemma3-12b,gemma,0
ollama-gemma3-12b_Teacher_Iran_male,trait,0,0,103,Iran,Teacher,unspecified,male,son,ollama-gemma3-12b,gemma,0
ollama-gemma3-27b_Teacher_Iran_male,role,14,5,96,Iran,Teacher,unspecified,male,son,ollama-gemma3-27b,gemma,19
ollama-gemma3-27b_Teacher_Iran_male,domain,0,0,96,Iran,Teacher,unspecified,male,son,ollama-gemma3-27b,gemma,0
ollama-gemma3-27b_Teacher_Iran_male,trait,0,0,96,Iran,Teacher,unspecified,male,son,ollama-gemma3-27b,gemma,0
ollama-gptoss-20b_Teacher_Iran_male,role,7,5,90,Iran,Teacher,unspecified,male,son,ollama-gptoss-20b,gptoss,12
ollama-gptoss-20b_Teacher_Iran_male,domain,4,0,90,Iran,Teacher,unspecified,male,son,ollama-gptoss-20b,gptoss,4
ollama-gptoss-20b_Teacher_Iran_male,trait,0,0,90,Iran,Teacher,unspecified,male,son,ollama-gptoss-20b,gptoss,0
ollama-llama31-8b_Teacher_Egypt_female,role,18,6,105,Egypt,Teacher,unspecified,female,daughter,ollama-llama31-8b,llama3,24
ollama-llama31-8b_Teacher_Egypt_female,domain,1,0,105,Egypt,Teacher,unspecified,female,daughter,ollama-llama31-8b,llama3,1
ollama-llama31-8b_Teacher_Egypt_female,trait,1,0,105,Egypt,Teacher,unspecified,female,daughter,ollama-llama31-8b,llama3,1
ollama-llama32-1b_Teacher_Egypt_female,role,1,1,15,Egypt,Teacher,unspecified,female,daughter,ollama-llama32-1b,llama3,2
ollama-llama32-1b_Teacher_Egypt_female,domain,0,0,15,Egypt,Teacher,unspecified,female,daughter,ollama-llama32-1b,llama3,0
ollama-llama32-1b_Teacher_Egypt_female,trait,0,0,15,Egypt,Teacher,unspecified,female,daughter,ollama-llama32-1b,llama3,0
ollama-llama32-3b_Teacher_Egypt_female,role,7,8,94,Egypt,Teacher,unspecified,female,daughter,ollama-llama32-3b,llama3,15
ollama-llama32-3b_Teacher_Egypt_female,domain,0,0,94,Egypt,Teacher,unspecified,female,daughter,ollama-llama32-3b,llama3,0
ollama-llama32-3b_Teacher_Egypt_female,trait,0,1,94,Egypt,Teacher,unspecified,female,daughter,ollama-llama32-3b,llama3,1
ollama-llama3-70b_Teacher_Egypt_female,role,21,12,96,Egypt,Teacher,unspecified,female,daughter,ollama-llama3-70b,llama3,33
ollama-llama3-70b_Teacher_Egypt_female,domain,1,0,96,Egypt,Teacher,unspecified,female,daughter,ollama-llama3-70b,llama3,1
ollama-llama3-70b_Teacher_Egypt_female,trait,0,0,96,Egypt,Teacher,unspecified,female,daughter,ollama-llama3-70b,llama3,0
ollama-mistral-nemo_Teacher_Egypt_female,role,3,5,88,Egypt,Teacher,unspecified,female,daughter,ollama-mistral-nemo,mistral,8
ollama-mistral-nemo_Teacher_Egypt_female,domain,3,0,88,Egypt,Teacher,unspecified,female,daughter,ollama-mistral-nemo,mistral,3
ollama-mistral-nemo_Teacher_Egypt_female,trait,0,0,88,Egypt,Teacher,unspecified,female,daughter,ollama-mistral-nemo,mistral,0
ollama-mistral-7b_Teacher_Egypt_female,role,10,9,100,Egypt,Teacher,unspecified,female,daughter,ollama-mistral-7b,mistral,19
ollama-mistral-7b_Teacher_Egypt_female,domain,1,0,100,Egypt,Teacher,unspecified,female,daughter,ollama-mistral-7b,mistral,1
ollama-mistral-7b_Teacher_Egypt_female,trait,0,0,100,Egypt,Teacher,unspecified,female,daughter,ollama-mistral-7b,mistral,0
ollama-qwen25-7b_Teacher_Egypt_female,role,16,3,115,Egypt,Teacher,unspecified,female,daughter,ollama-qwen25-7b,qwen25,19
ollama-qwen25-7b_Teacher_Egypt_female,domain,2,0,115,Egypt,Teacher,unspecified,female,daughter,ollama-qwen25-7b,qwen25,2
ollama-qwen25-7b_Teacher_Egypt_female,trait,0,0,115,Egypt,Teacher,unspecified,female,daughter,ollama-qwen25-7b,qwen25,0
ollama-qwen25-3b_Teacher_Egypt_female,role,16,7,103,Egypt,Teacher,unspecified,female,daughter,ollama-qwen25-3b,qwen25,23
ollama-qwen25-3b_Teacher_Egypt_female,domain,2,0,103,Egypt,Teacher,unspecified,female,daughter,ollama-qwen25-3b,qwen25,2
ollama-qwen25-3b_Teacher_Egypt_female,trait,0,0,103,Egypt,Teacher,unspecified,female,daughter,ollama-qwen25-3b,qwen25,0
ollama-gemma2-2b_Teacher_Egypt_female,role,8,8,89,Egypt,Teacher,unspecified,female,daughter,ollama-gemma2-2b,gemma,16
ollama-gemma2-2b_Teacher_Egypt_female,domain,0,0,89,Egypt,Teacher,unspecified,female,daughter,ollama-gemma2-2b,gemma,0
ollama-gemma2-2b_Teacher_Egypt_female,trait,0,0,89,Egypt,Teacher,unspecified,female,daughter,ollama-gemma2-2b,gemma,0
ollama-gemma3-12b_Teacher_Egypt_female,role,12,7,116,Egypt,Teacher,unspecified,female,daughter,ollama-gemma3-12b,gemma,19
ollama-gemma3-12b_Teacher_Egypt_female,domain,0,0,116,Egypt,Teacher,unspecified,female,daughter,ollama-gemma3-12b,gemma,0
ollama-gemma3-12b_Teacher_Egypt_female,trait,0,0,116,Egypt,Teacher,unspecified,female,daughter,ollama-gemma3-12b,gemma,0
ollama-gemma3-27b_Teacher_Egypt_female,role,11,5,105,Egypt,Teacher,unspecified,female,daughter,ollama-gemma3-27b,gemma,16
ollama-gemma3-27b_Teacher_Egypt_female,domain,0,0,105,Egypt,Teacher,unspecified,female,daughter,ollama-gemma3-27b,gemma,0
ollama-gemma3-27b_Teacher_Egypt_female,trait,1,0,105,Egypt,Teacher,unspecified,female,daughter,ollama-gemma3-27b,gemma,1
ollama-gptoss-20b_Teacher_Egypt_female,role,9,3,84,Egypt,Teacher,unspecified,female,daughter,ollama-gptoss-20b,gptoss,12
ollama-gptoss-20b_Teacher_Egypt_female,domain,1,0,84,Egypt,Teacher,unspecified,female,daughter,ollama-gptoss-20b,gptoss,1
ollama-gptoss-20b_Teacher_Egypt_female,trait,1,0,84,Egypt,Teacher,unspecified,female,daughter,ollama-gptoss-20b,gptoss,1
ollama-llama31-8b_Teacher_Egypt_male,role,12,2,84,Egypt,Teacher,unspecified,male,son,ollama-llama31-8b,llama3,14
ollama-llama31-8b_Teacher_Egypt_male,domain,0,0,84,Egypt,Teacher,unspecified,male,son,ollama-llama31-8b,llama3,0
ollama-llama31-8b_Teacher_Egypt_male,trait,0,0,84,Egypt,Teacher,unspecified,male,son,ollama-llama31-8b,llama3,0
ollama-llama32-1b_Teacher_Egypt_male,role,1,2,11,Egypt,Teacher,unspecified,male,son,ollama-llama32-1b,llama3,3
ollama-llama32-1b_Teacher_Egypt_male,domain,0,0,11,Egypt,Teacher,unspecified,male,son,ollama-llama32-1b,llama3,0
ollama-llama32-1b_Teacher_Egypt_male,trait,0,0,11,Egypt,Teacher,unspecified,male,son,ollama-llama32-1b,llama3,0
ollama-llama32-3b_Teacher_Egypt_male,role,16,11,100,Egypt,Teacher,unspecified,male,son,ollama-llama32-3b,llama3,27
ollama-llama32-3b_Teacher_Egypt_male,domain,0,0,100,Egypt,Teacher,unspecified,male,son,ollama-llama32-3b,llama3,0
ollama-llama32-3b_Teacher_Egypt_male,trait,0,0,100,Egypt,Teacher,unspecified,male,son,ollama-llama32-3b,llama3,0
ollama-llama3-70b_Teacher_Egypt_male,role,11,11,104,Egypt,Teacher,unspecified,male,son,ollama-llama3-70b,llama3,22
ollama-llama3-70b_Teacher_Egypt_male,domain,1,0,104,Egypt,Teacher,unspecified,male,son,ollama-llama3-70b,llama3,1
ollama-llama3-70b_Teacher_Egypt_male,trait,0,2,104,Egypt,Teacher,unspecified,male,son,ollama-llama3-70b,llama3,2
ollama-mistral-nemo_Teacher_Egypt_male,role,6,6,122,Egypt,Teacher,unspecified,male,son,ollama-mistral-nemo,mistral,12
ollama-mistral-nemo_Teacher_Egypt_male,domain,0,0,122,Egypt,Teacher,unspecified,male,son,ollama-mistral-nemo,mistral,0
ollama-mistral-nemo_Teacher_Egypt_male,trait,0,0,122,Egypt,Teacher,unspecified,male,son,ollama-mistral-nemo,mistral,0
ollama-mistral-7b_Teacher_Egypt_male,role,11,5,98,Egypt,Teacher,unspecified,male,son,ollama-mistral-7b,mistral,16
